id,title,mean,rank,popularity,synopsis,media_type,num_episodes,genres,studios
54565,Tensei shitara Slime Datta Ken: Coleus no Yume,7.58,1935,2267,"The story takes place between the first and second season, where Rimuru confronts the swirling conspiracies in the Coleus kingdom.

(Source: MAL News)",ona,3,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",8bit
567,The Big O,7.58,1936,2266,"Paradigm City, a city of amnesia and a place of belonging. It remains populated by forgotten pasts and the ruins of their labors due to a calamity 40 years ago. Shrouded in a fog-like mystery, it is up to people like Roger Smith to shine a light through the mist. Acting as a professional negotiator and suave agent, Roger is a self-tailored ladies man whose only love is for funeral black. However, as he gets deeply involved with his clients, what often starts as a simple negotiation evolves into Roger saving Paradigm from crime and peril.

In the process, Roger stumbles even deeper into the untold folds of the city. As a rule, things are hardly ever as they appear. Serving as gray knight in a gray world, Roger is not without allies. By his side are Norman, a loyal and widely skilled butler, and Dorothy, a human-like android with deadpan snark. Together with the relic Big O, a jet-black mecha of gargantuan size and weight, they help Roger serve iron justice to Paradigm's lurking villains as he discovers the truth about 40 years ago.

[Written by MAL Rewrite]",tv,26,"Adult Cast, Mecha, Mystery, Psychological, Sci-Fi",Sunrise
7955,The Marshmallow Times,7.58,1937,12747,"The series focuses on 7 children and a sheep-like character. Together, they work together as a team and hang out together. They wear various fashion through the series. They also have different colored hair. Sandy, a girl who has a pet sheep-like character named Cloud and 6 other children, Jasmine, Lime, Basil, Clove, Nattsu, and Cinnamon, became friends, they become a news reporter team. Each episode has the children dressed in various clothes.

(Source: ANN)",tv,52,Slice of Life,Studio Comet
38917,Tong Ling Fei,7.58,1938,3306,"When Qian Yunshang's marriage to Ye Youming is arranged by the emperor, she is terrified that the bad blood between their families will lead to her being treated miserably in the Ye household. Torn between duty and concern for his daughter, Qian Aotian devises a reckless plan. He summons his firstborn daughter—her existence unknown to all but his own family—to be the stand-in for her younger sister.

Due to her unusual powers, Qian Yun Xi was exiled by her family when she was a child. Deprived of filial affection, she made a life of her own amid the wilderness on Mt. Ling Yun. However, everything begins to change when she marries Ye Youming in her sister's stead. 

Harboring immense contempt for the family of Qian, Ye Youming refuses to acknowledge Qian Yun Xi as his wife and treats her coldly, going so far as to banish her from his palace grounds. But he can only resist her childlike charm and boldness for so long...

[Written by MAL Rewrite]",ona,16,"Comedy, Drama, Historical, Romance",Haoliners Animation
48405,Totsukuni no Shoujo (2022),7.58,1939,3365,OVA bundled with the special edition of the manga's side story.,ova,1,"Shounen, Supernatural",Wit Studio
62726,Tunshi Xingkong Movie: Juezhan Yuanshi Xing,7.58,1940,15867,"During Luo Feng's training on the Primeval Star, he remains calm despite the covetousness and encirclement of alien races. He uses his wisdom and strength to fight back and uphold the dignity of humanity. ""I have a blade that can cleave the universe!"" That breathtakingly beautiful battle blade accompanies Luo Feng as he slashes his way through the world! The Demon Race, the Mechanical Race, and the Insect Race reappear, forming a three-race alliance. The leaders of the three races, along with 6,000 Universe Venerables, besiege Luo Feng. Luo Feng unleashes the powerful force of ""I Am the Universe,"" annihilating them in one fell swoop.

(Source: Tencent, translated)",ona,1,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi",Sparkly Key Animation Studio
29854,Ushio to Tora (TV),7.58,1941,1184,"Ushio Aotsuki is a stubborn middle school student and son of an eccentric temple priest who goes about life without care for his father's claims regarding otherworldly monsters known as youkai. However, as he is tending to the temple while his father is away on work, his chores lead him to a shocking discovery: in the basement he finds a menacing youkai impaled by the fabled Beast Spear.

The beast in question is Tora, infamous for his destructive power, who tries to coerce Ushio into releasing him from his five hundred year seal. Ushio puts no trust in his words and refuses to set him free. But when a sudden youkai outbreak puts his friends and home in danger, he is left with no choice but to rely on Tora, his only insurance being the ancient spear if he gets out of hand.

Ushio and Tora's meeting is only the beginning of the unlikely duo's journey into the depths of the spiritual realm. With the legendary Beast Spear in his hands, Ushio will find out just how real and threatening the world of the supernatural can be.

[Written by MAL Rewrite]",tv,26,"Action, Adventure, Mythology, Shounen, Supernatural","MAPPA, Studio VOLN"
50855,"Yamato yo, Towa ni: Rebel 3199",7.58,1942,9221,Sequel to Uchuu Senkan Yamato 2205: Aratanaru Tabidachi.,movie,0,"Action, Adult Cast, Drama, Military, Sci-Fi, Space",studio MOTHER
7762,"Yondemasu yo, Azazel-san.",7.58,1943,4433,"The great detective Akutabe has an assistant, Rinko Sakuma, who is trying to learn to summon demons. This is the story of her misadventure when she actually manages to summon 2 demons unexpectedly. 

(Source: ANN) ",ova,4,"Comedy, Gag Humor, Mythology, Seinen, Supernatural",Production I.G
58502,Zenshuu.,7.58,1944,1581,"Since Natsuko Hirose became a professional animator, she has quickly risen to stardom and even debuted as the director of her own anime series. Everyone expects her next project to be another masterpiece; but Natsuko struggles to meet deadlines, micromanaging every aspect of the work until one day, she collapses from food poisoning.

When Natsuko wakes up, she finds herself in an unfamiliar place, immediately pursued by a monster called a Void. However, she is saved just in time by the members of the honored Nine Soldiers: Luke Braveheart, Memmeln, QJ, and Unio. Natsuko is suspicious at first, but soon realizes that she has been summoned to the world of her favorite childhood movie—A Tale of Perishing. As familiar events begin to line up, she seeks to avert the tragic outcome of the upcoming Void invasion.

Much to her surprise, Natsuko gains the power to turn her drawings into reality when her animation peg bar lights up. She begins eliminating the Voids as they come, changing the story and joining the Nine Soldiers. Using her new ability and vast knowledge of the movie, Natsuko wants to change the events to her desire and find a way back home.

[Written by MAL Rewrite]",tv,12,"Action, Fantasy, Isekai",MAPPA
41433,Akudama Drive,7.57,1945,533,"The bustling metropolis of Kansai, where cybernetic screens litter the neon landscape, may seem like a technological utopia at first glance. But in the dark alleys around the brightly-lit buildings, an unforgiving criminal underbelly still exists in the form of fugitives known as ""Akudama."" 

No stranger to these individuals, Kansai police begin the countdown to the public execution of an infamous Akudama ""Cutthroat,"" guilty of killing 999 people. However, a mysterious message is sent to several elite Akudama, enlisting them to free Cutthroat for a substantial amount of money. An invisible hand seeks to gather these dangerous personas in one place, ensuring that the execution is well underway to becoming a full-blown bloodbath.

[Written by MAL Rewrite]",tv,12,"Action, Adult Cast, Gore, Sci-Fi, Suspense",Studio Pierrot
24151,Ao Haru Ride OVA,7.57,1946,1696,"Unwritten
Junior high student Futaba Yoshioka has always despised boys—she thinks they are all way too rowdy and annoying. The only exception is a boy in the class next to hers, Kou Tanaka, who seems different from the others. Through frequent encounters, Futaba and Kou exchange shy glances and awkward words with one another. Having had no experience in romance prior, Futaba has no idea what her growing feelings for Kou are supposed to imply.

Page.13
During their second year of high school, Futaba and her friends go to a summer festival together. While the other girls decide not to wear yukatas, Yuuri Makita does as she is determined to get closer to Kou. Caught off guard, Futaba can only watch from afar as Yuuri and Kou seem to grow more and more intimate. At this rate, will Futaba be able to make progress with Kou?

[Written by MAL Rewrite]
",ova,2,"Love Polygon, Romance, School, Shoujo",Production I.G
